tyc,name,bayer,flamsteed,constellation
TYC 5253-343-1,,,,Psc
TYC 5254-1167-1,,,,
TYC 5255-1145-1,,,20,Psc
TYC 5256-186-1,,,24,Psc
TYC 5256-1131-1,,,27,Psc
TYC 5261-219-1,,,,Cet
TYC 5261-789-1,,,,
TYC 5261-1084-1,Deneb Kaitos Shemali,ι,8,Cet
TYC 5263-1049-1,,,3,Cet
TYC 5265-757-1,,,9,Cet
TYC 5267-1131-1,,,,
TYC 5269-2450-1,Alnitham,φ1,17,Cet
TYC 5270-199-1,,,21,Cet
TYC 5270-1139-1,,φ2,19,Cet
TYC 5271-677-1,,,18,Cet
TYC 5272-121-1,,φ3,22,Cet
TYC 5272-152-1,,φ4,23,Cet
TYC 5273-1385-1,,,27,Cet
TYC 5273-2653-1,,,37,Cet
TYC 5273-2654-1,,,32,Cet
TYC 5273-2655-1,,,30,Cet
TYC 5273-2656-1,,,28,Cet
TYC 5273-2657-1,Dheneb,η,31,Cet
TYC 5274-1983-1,,,44,Cet
TYC 5274-1984-1,Al Naymat,θ,45,Cet
TYC 5276-2115-1,,,47,Cet
TYC 5276-2116-1,,,46,Cet
TYC 5278-1494-1,,,,Cet
TYC 5278-2314-1,,,,
TYC 5278-2437-1,Baten Kaitos,ζ,55,Cet
TYC 5278-2438-1,,χ,53,Cet
TYC 5278-2439-1,,,,Cet
TYC 5281-1201-1,,,,Cet
TYC 5284-2546-1,Sadr al Kaitos,ρ,72,Cet
TYC 5285-251-1,,,80,Cet
TYC 5285-952-1,,,77,Cet
TYC 5285-1109-1,,,,
TYC 5287-1074-1,Aludhi,ρ1,8,Eri
TYC 5287-1075-1,,ρ2,9,Eri
TYC 5287-1076-1,Azha,η,3,Eri
TYC 5288-1093-1,,ε,83,Cet
TYC 5289-419-1,,,,Eri
TYC 5291-1045-1,,,,Cet
TYC 5292-897-1,,,,Eri
TYC 5292-970-1,,π,89,Cet
TYC 5294-1195-1,,ρ3,10,Eri
TYC 5295-1155-1,,,,
TYC 5295-1224-1,,,14,Eri
TYC 5295-1259-1,Zibal,ζ,13,Eri
TYC 5296-1533-1,Ran,ε,18,Eri
TYC 5300-583-1,,,,
TYC 5303-1320-1,Rana,δ,23,Eri
TYC 5305-1397-1,,,,Eri
TYC 5307-1357-1,,π,26,Eri
TYC 5308-1437-1,,,,Eri
TYC 5311-1285-1,Zaurak,γ,34,Eri
TYC 5312-2325-1,Keid,ο2,40,Eri
TYC 5313-2753-1,,d,,Eri
TYC 5314-3037-1,,,47,Eri
TYC 5315-2290-1,,A,39,Eri
TYC 5320-1896-1,,,,Eri
TYC 5321-2145-1,,,56,Eri
TYC 5321-2147-1,,,55,Eri
TYC 5326-1952-1,,,63,Eri
TYC 5327-1434-1,Sceptrum,l,53,Eri
TYC 5329-2016-1,,,64,Eri
TYC 5330-1723-1,,λ,69,Eri
TYC 5331-1752-1,Rigel,β,19,Ori
TYC 5332-1598-1,,,,Ori
TYC 5332-1832-1,,e,29,Ori
TYC 5338-890-1,,,,Lep
TYC 5338-1445-1,,ι,3,Lep
TYC 5338-1447-1,,κ,4,Lep
TYC 5339-1784-1,,ν,7,Lep
TYC 5340-1141-1,,,,Lep
TYC 5343-1529-1,,λ,6,Lep
TYC 5344-1536-1,,,8,Lep
TYC 5347-905-1,,,55,Ori
TYC 5350-909-1,,,,Ori
TYC 5351-760-1,Saiph,κ,53,Ori
TYC 5351-761-1,,,,Ori
TYC 5352-932-1,,,1,Mon
TYC 5352-933-1,,,2,Mon
TYC 5353-1318-1,,,3,Mon
TYC 5357-1904-1,,,,Lep
TYC 5359-1778-1,,ζ,14,Lep
TYC 5360-1370-1,,η,16,Lep
TYC 5361-1758-1,,θ,18,Lep
TYC 5363-2397-1,,,7,Mon
TYC 5367-1382-1,,,6,Mon
TYC 5369-220-1,,,,CMa
TYC 5371-2101-1,,,,CMa
TYC 5376-3143-1,,,,CMa
TYC 5379-2814-1,,,,Mon
TYC 5384-2488-1,,,,Mon
TYC 5385-2104-1,,,,Mon
TYC 5388-2234-1,,θ,14,CMa
TYC 5389-164-1,,,,CMa
TYC 5389-3064-1,,,,CMa
TYC 5389-3065-1,,,,CMa
TYC 5391-3304-1,,,11,CMa
TYC 5392-913-1,Isis,μ,18,CMa
TYC 5396-1251-1,,,,
TYC 5397-3754-1,,,,
TYC 5400-4699-1,,,,Mon
TYC 5409-1859-1,,,,Pup
TYC 5409-2527-1,,,,Pup
TYC 5414-2746-1,,α,26,Mon
TYC 5419-3186-1,,,5,Pup
TYC 5419-3187-1,,,8,Pup
TYC 5422-3293-1,,,4,Pup
TYC 5422-3295-1,,,2,Pup
TYC 5423-174-1,,,10,Pup
TYC 5423-3227-1,,,9,Pup
TYC 5429-2253-1,,,3,Hya
TYC 5431-2601-1,,,,Hya
TYC 5434-3731-1,,,19,Pup
TYC 5435-622-1,,,22,Pup
TYC 5435-2991-1,,,,
TYC 5437-2459-1,,a,6,Hya
TYC 5438-2380-1,,,18,Pup
TYC 5443-1951-1,,,17,Hya
TYC 5445-1780-1,,,19,Hya
TYC 5445-1781-1,,,20,Hya
TYC 5454-1870-1,,D,12,Hya
TYC 5458-1843-1,,,24,Hya
TYC 5460-1592-1,Alphard,α,30,Hya
TYC 5460-1593-1,,,29,Hya
TYC 5463-1514-1,,P,27,Hya
TYC 5463-1516-1,,,,Hya
TYC 5465-310-1,,,34,Hya
TYC 5465-751-1,,,37,Hya
TYC 5467-1858-1,,,26,Hya
TYC 5473-1229-1,Al Sharasif,κ,38,Hya
TYC 5475-1379-1,,γ,8,Sex
TYC 5477-1151-1,,,17,Sex
TYC 5477-1152-1,,,18,Sex
TYC 5485-1309-1,,υ2,40,Hya
TYC 5485-1310-1,,λ,41,Hya
TYC 5487-1653-1,Zhang,υ1,39,Hya
TYC 5490-1686-1,,,21,Sex
TYC 5490-1694-1,,ε,22,Sex
TYC 5495-1546-1,,,,
TYC 5498-264-1,,,,Hya
TYC 5499-1597-1,,,41,Sex
TYC 5510-1508-1,,θ,21,Crt
TYC 5511-693-1,,,,Crt
TYC 5512-1093-1,,κ,16,Crt
TYC 5512-1389-1,,ε,14,Crt
TYC 5514-1320-1,,,,Crt
TYC 5514-1423-1,Labr,δ,12,Crt
TYC 5515-1611-1,,,,Crt
TYC 5516-1578-1,,ι,24,Crt
TYC 5519-918-1,,,,Vir
TYC 5521-1366-1,,,,
TYC 5522-1685-1,,,,
TYC 5527-1966-1,,q,21,Vir
TYC 5528-1385-1,,,28,Vir
TYC 5528-1471-1,,χ,26,Vir
TYC 5529-1714-1,,,,Crv
TYC 5533-1791-1,,,,
TYC 5534-1488-2,,,,Crv
TYC 5535-1713-1,,ψ,40,Vir
TYC 5537-1459-1,,g,,Vir
TYC 5538-1451-1,,,,
TYC 5540-978-1,,,56,Vir
TYC 5540-1438-1,,,50,Vir
TYC 5540-1439-1,,,49,Vir
TYC 5546-1582-1,,m,82,Vir
TYC 5547-178-1,,,62,Vir
TYC 5547-1517-1,,,,Vir
TYC 5547-1518-1,Spica,α,67,Vir
TYC 5548-1546-1,,h,76,Vir
TYC 5549-1342-1,,,86,Vir
TYC 5550-1597-1,,i,68,Vir
TYC 5551-1507-1,,y,,Vir
TYC 5554-1207-1,,,94,Vir
TYC 5554-1682-1,,,95,Vir
TYC 5558-1726-1,,,96,Vir
TYC 5558-1738-1,Kang,κ,98,Vir
TYC 5560-1253-1,,,,Vir
TYC 5561-563-1,,,,Vir
TYC 5562-839-1,,,,
TYC 5570-835-1,,,2,Lib
TYC 5574-824-1,Khambaliya,λ,100,Vir
TYC 5579-1166-1,Zuben Elakribi,δ,19,Lib
TYC 5583-1006-1,,,18,Lib
TYC 5583-1007-1,,,17,Lib
TYC 5585-1014-1,Zubeneschamali,β,27,Lib
TYC 5586-1016-1,,ξ1,13,Lib
TYC 5587-1059-1,,ξ2,15,Lib
TYC 5590-994-1,,μ,7,Lib
TYC 5594-455-1,,,,Lib
TYC 5595-1153-1,,,,
TYC 5598-1052-1,,ε,31,Lib
TYC 5599-955-1,,,37,Lib
TYC 5608-1381-1,Zubenelhakrabi,γ,38,Lib
TYC 5611-1206-1,,,50,Lib
TYC 5612-1227-1,,,16,Sco
TYC 5613-1378-1,,,18,Sco
TYC 5616-1294-1,,ψ,15,Sco
TYC 5620-1384-1,,,11,Sco
TYC 5621-1388-1,,χ,17,Sco
TYC 5622-1574-1,,,,Lib
TYC 5623-1368-1,,,48,Lib
TYC 5626-124-1,,,,Oph
TYC 5626-1388-1,,υ,3,Oph
TYC 5632-1042-1,Saik,ζ,13,Oph
TYC 5633-777-1,,,20,Oph
TYC 5634-1611-1,,,,Sco
TYC 5639-555-1,Timir,,,
TYC 5653-1431-1,,ν,53,Ser
TYC 5660-589-1,,μ,57,Oph
TYC 5668-1486-1,,ο,56,Ser
TYC 5675-662-1,,τ,69,Oph
TYC 5678-956-1,Sinistra,ν,64,Oph
TYC 5681-1576-1,,,,
TYC 5685-2670-1,Alasia,,,
TYC 5690-1263-1,,ζ,,Sct
TYC 5691-1338-1,,α,,Sct
TYC 5692-2504-1,,ε,,Sct
TYC 5692-2505-1,,δ,,Sct
TYC 5702-282-1,,,,Sct
TYC 5702-2676-1,,,,Sct
TYC 5702-2882-1,,γ,,Sct
TYC 5703-2260-1,,,,Sct
TYC 5708-693-1,,,20,Aql
TYC 5711-158-1,,,,Aql
TYC 5713-746-1,,,,Aql
TYC 5725-2836-1,,,56,Aql
TYC 5725-3091-1,,,57,Aql
TYC 5725-3092-1,,,57,Aql
TYC 5727-2383-1,,,37,Aql
TYC 5729-2871-1,,,51,Aql
TYC 5735-2725-1,,,,
TYC 5737-439-1,,,,Sgr
TYC 5740-2387-1,,,,Cap
TYC 5742-1060-1,,,,
TYC 5743-643-1,,,,Cap
TYC 5747-1905-1,,,65,Sgr
TYC 5747-2219-1,,,,Aql
TYC 5748-2160-1,,ξ1,1,Cap
TYC 5748-2597-1,,,3,Cap
TYC 5748-2598-1,Prima Giedi,α1,5,Cap
TYC 5748-2599-1,,ξ,2,Cap
TYC 5749-2530-1,Algedi,α2,6,Cap
TYC 5749-2531-1,Alshat,ν,8,Cap
TYC 5750-2249-1,,,63,Sgr
TYC 5753-2281-1,Dabih,β,9,Cap
TYC 5753-2282-1,Dabih Minor,β2,,Cap
TYC 5757-1943-1,Albulan,μ,6,Aqr
TYC 5760-1997-1,Albali,ε,2,Aqr
TYC 5767-2438-1,,,,
TYC 5767-2439-1,,τ,14,Cap
TYC 5772-753-1,,,,Aqr
TYC 5773-1119-1,,,17,Aqr
TYC 5774-1594-1,,,7,Aqr
TYC 5774-1595-1,,,,Aqr
TYC 5777-1229-1,,,19,Aqr
TYC 5779-1803-1,Albulaan,ν,13,Aqr
TYC 5781-1173-1,,,18,Aqr
TYC 5782-1505-1,,,,Aqr
TYC 5784-1500-1,,,,Aqr
TYC 5787-1291-1,Bunda,ξ,23,Aqr
TYC 5788-1167-1,,c,46,Cap
TYC 5788-1168-1,,,47,Cap
TYC 5796-1288-1,,λ,48,Cap
TYC 5799-1135-1,,,42,Cap
TYC 5800-1061-1,,,44,Cap
TYC 5800-1062-1,,,45,Cap
TYC 5801-1017-1,,μ,51,Cap
TYC 5803-1956-1,,,,
TYC 5803-1996-1,Ancha,θ,43,Aqr
TYC 5804-1742-1,,ρ,46,Aqr
TYC 5805-526-1,,,,Aqr
TYC 5806-285-1,,,37,Aqr
TYC 5806-1866-1,,e,38,Aqr
TYC 5808-1683-1,,ι,33,Aqr
TYC 5809-416-1,,,39,Aqr
TYC 5809-1804-1,,,42,Aqr
TYC 5810-1136-1,,,50,Aqr
TYC 5810-1304-1,,,45,Aqr
TYC 5813-1406-1,Hydor,λ,73,Aqr
TYC 5814-1593-1,,σ,57,Aqr
TYC 5814-1594-1,,,58,Aqr
TYC 5815-1243-1,,,,Aqr
TYC 5815-1323-1,,,70,Aqr
TYC 5816-131-1,,,74,Aqr
TYC 5817-1280-1,,,56,Aqr
TYC 5818-1306-1,,τ1,69,Aqr
TYC 5819-1247-1,,τ2,71,Aqr
TYC 5820-1291-1,,h,83,Aqr
TYC 5821-1478-1,,χ,92,Aqr
TYC 5821-1480-1,,ψ1,91,Aqr
TYC 5821-1481-1,,ψ2,93,Aqr
TYC 5821-1482-1,,ψ3,95,Aqr
TYC 5827-1271-1,,,94,Aqr
TYC 5831-395-1,,h,,Aqr
TYC 5836-978-1,,ω1,102,Aqr
TYC 5836-979-1,,ω2,105,Aqr
TYC 5838-1288-1,,,2,Cet
TYC 5839-1081-1,,,6,Cet
TYC 5841-1291-1,,,,Cet
TYC 5842-1163-1,,,7,Cet
TYC 5846-131-1,,,,Cet
TYC 5847-2333-1,Diphda,β,16,Cet
TYC 5849-2437-1,,,,
TYC 5849-2453-1,,,,Cet
TYC 5852-2148-1,,,49,Cet
TYC 5852-2149-1,,,50,Cet
TYC 5854-2047-1,,,48,Cet
TYC 5855-2292-1,,τ,52,Cet
TYC 5856-2246-1,,,,Cet
TYC 5858-1059-1,,,57,Cet
TYC 5858-2053-1,,υ,59,Cet
TYC 5860-2587-1,,σ,76,Cet
TYC 5860-2588-1,,,,Cet
TYC 5860-2589-1,,,,Cet
TYC 5866-1050-1,,τ1,1,Eri
TYC 5870-602-1,Ayeyarwady,,,
TYC 5870-1028-1,Angetenar,τ2,2,Eri
TYC 5874-1098-1,,,20,Eri
TYC 5878-1292-1,Angetenar,τ4,16,Eri
TYC 5880-1266-1,,τ5,19,Eri
TYC 5890-656-1,,,,Eri
TYC 5892-1953-1,,,58,Eri
TYC 5895-1948-1,,,54,Eri
TYC 5899-815-1,,,,Eri
TYC 5899-1192-1,,,60,Eri
TYC 5899-1193-1,,,59,Eri
TYC 5902-1721-1,,μ,5,Lep
TYC 5906-910-1,,,,
TYC 5906-1519-1,,,,Lep
TYC 5906-1520-1,,,,Lep
TYC 5913-1374-1,,ε,2,Lep
TYC 5920-1685-1,Arneb,α,11,Lep
TYC 5928-1657-1,Nihal,β,9,Lep
TYC 5928-1658-1,,,10,Lep
TYC 5929-1596-1,,,12,Lep
TYC 5930-2195-1,Arsh al Jauzah,δ,15,Lep
TYC 5930-2197-1,Kursi al Jabbar,γ,13,Lep
TYC 5932-1539-1,,,17,Lep
TYC 5933-2418-1,,,,Lep
TYC 5937-2783-1,,,,CMa
TYC 5938-2918-1,Mirzam,β,2,CMa
TYC 5940-2448-1,,,19,Lep
TYC 5942-2405-1,,,,CMa
TYC 5949-2777-1,Sirius,α,9,CMa
TYC 5952-61-1,,ν1,6,CMa
TYC 5952-2800-1,,ν3,8,CMa
TYC 5956-2621-1,,ν2,7,CMa
TYC 5958-3291-1,,π,19,CMa
TYC 5958-3292-1,,,15,CMa
TYC 5958-3293-1,,,17,CMa
TYC 5961-649-1,,,,CMa
TYC 5961-3333-1,,,12,CMa
TYC 5963-1938-1,Muliphein,γ,23,CMa
TYC 5964-378-1,,,,CMa
TYC 5965-363-1,,,,
TYC 5965-2336-1,,,,CMa
TYC 5966-1288-1,,,,CMa
TYC 5967-2618-1,,ι,20,CMa
TYC 5970-1268-1,,,,CMa
TYC 5974-2258-1,,,,CMa
TYC 5975-3461-1,,,,CMa
TYC 5975-3462-1,,,,CMa
TYC 5980-1606-1,,,140,Pup
TYC 5981-1047-1,,,,Pup
TYC 5985-1590-1,,,6,Pup
TYC 5988-3166-1,,,,Pup
TYC 5991-217-1,,,,
TYC 5996-2764-1,,,20,Pup
TYC 5997-2202-1,,,21,Pup
TYC 6003-2953-1,,,14,Pup
TYC 6004-3719-1,,,16,Pup
TYC 6005-5152-1,,,,Pup
TYC 6010-5044-1,,,,Pup
TYC 6012-1921-1,,,9,Hya
TYC 6014-255-1,,,,
TYC 6015-2511-1,,,,Hya
TYC 6041-1680-1,,G,,Hya
TYC 6042-1585-1,,,,
TYC 6045-1404-1,,,,Hya
TYC 6053-693-1,Felis,,,
TYC 6058-121-1,,,,Hya
TYC 6061-1134-1,,μ,42,Hya
TYC 6062-660-1,,φ2,,Hya
TYC 6066-1101-1,,φ,,Hya
TYC 6075-1831-1,,ν,,Hya
TYC 6075-1832-1,,b1,,Hya
TYC 6079-1901-1,Alkes,α,7,Crt
TYC 6082-2054-1,,b3,,Hya
TYC 6086-1448-1,,,,Crt
TYC 6086-1678-1,,,,Crt
TYC 6087-1749-1,,ψ,,Crt
TYC 6088-2155-1,,γ,15,Crt
TYC 6088-2156-1,,λ,13,Crt
TYC 6094-1532-1,,η,30,Crt
TYC 6096-2032-1,,ζ,27,Crt
TYC 6097-1648-1,,,31,Crv
TYC 6098-1754-1,Gienah,γ,4,Crv
TYC 6103-2394-1,,η,8,Crv
TYC 6103-2395-1,Algorab,δ,7,Crv
TYC 6108-1477-1,,ζ,5,Crv
TYC 6109-333-1,,,,Crv
TYC 6111-555-1,,,,Crv
TYC 6113-1726-1,,,53,Vir
TYC 6116-988-1,,,54,Vir
TYC 6116-1050-1,,,57,Vir
TYC 6116-1514-1,,,55,Vir
TYC 6116-1517-1,,,61,Vir
TYC 6118-1515-1,,,,
TYC 6120-921-1,,,69,Vir
TYC 6121-959-1,,,75,Vir
TYC 6123-582-1,,,85,Vir
TYC 6123-583-1,,,83,Vir
TYC 6124-836-1,,,63,Vir
TYC 6125-605-1,,,73,Vir
TYC 6127-581-1,,,87,Vir
TYC 6127-879-1,,,89,Vir
TYC 6138-15-1,,,,Vir
TYC 6140-715-1,,,,Vir
TYC 6143-1695-1,,,,Vir
TYC 6147-662-1,,,,Vir
TYC 6154-1082-1,,,5,Lib
TYC 6155-1209-1,Zubenelgenubi,α1,8,Lib
TYC 6155-1210-1,Zubenelgenubi,α2,9,Lib
TYC 6164-1939-1,,,,Lib
TYC 6169-1314-1,Zuben Hakrabi,ν,21,Lib
TYC 6169-1315-1,,,22,Lib
TYC 6171-36-1,,,30,Lib
TYC 6171-196-1,,ο,29,Lib
TYC 6174-986-1,,,26,Lib
TYC 6175-500-1,,,28,Lib
TYC 6178-684-1,,,25,Lib
TYC 6178-1225-1,,ι,24,Lib
TYC 6180-855-1,,,,Lib
TYC 6184-1349-1,,,32,Lib
TYC 6184-1358-1,,,34,Lib
TYC 6184-1407-1,,ζ,35,Lib
TYC 6186-1662-1,,η,44,Lib
TYC 6187-1544-1,,θ,46,Lib
TYC 6188-1530-1,,,33,Lib
TYC 6193-631-1,,κ,43,Lib
TYC 6193-766-1,,,41,Lib
TYC 6195-249-1,,,47,Lib
TYC 6195-1763-1,,λ,45,Lib
TYC 6200-1429-1,,,49,Lib
TYC 6203-806-1,,φ,8,Oph
TYC 6207-1170-1,,χ,7,Oph
TYC 6208-1622-1,,β2,8,Sco
TYC 6208-1623-1,Acrab,β1,8,Sco
TYC 6209-1537-1,Jabbah,ν,14,Sco
TYC 6211-510-1,,ψ,4,Oph
TYC 6212-1711-1,Jabhat Acrabi,ω1,9,Sco
TYC 6212-1712-1,,ω2,10,Sco
TYC 6213-1944-1,,,,
TYC 6218-574-1,,,,Oph
TYC 6221-904-1,,,24,Sco
TYC 6227-1060-1,,,29,Oph
TYC 6228-1489-1,,ω,9,Oph
TYC 6232-1333-1,Sabik,η,35,Oph
TYC 6246-664-1,Aggia,ξ,40,Oph
TYC 6247-258-1,,,52,Oph
TYC 6248-1369-1,,ξ,55,Ser
TYC 6255-1958-1,,,6,Sgr
TYC 6260-2072-1,,,58,Oph
TYC 6268-893-1,,,,Sgr
TYC 6271-721-1,,,,Sgr
TYC 6272-89-1,,,16,Sgr
TYC 6273-200-1,,,,Sgr
TYC 6273-1426-1,,,17,Sgr
TYC 6274-1576-1,,,,
TYC 6274-1601-1,,,,Sgr
TYC 6274-1663-1,,,21,Sgr
TYC 6275-252-1,,,,Sgr
TYC 6276-1023-1,,,15,Sgr
TYC 6276-1797-1,,,,Sgr
TYC 6276-3093-1,Polis,μ,13,Sgr
TYC 6276-3094-1,,,14,Sgr
TYC 6279-1453-1,,,,Sgr
TYC 6279-1723-1,,,,
TYC 6287-9-1,,,,Sgr
TYC 6288-1145-1,,,,Sgr
TYC 6288-1258-1,,,,Sgr
TYC 6288-1933-1,,,,Sgr
TYC 6289-3062-1,,,,Sgr
TYC 6289-3134-1,,,29,Sgr
TYC 6291-1685-1,,,,Sgr
TYC 6292-924-1,,,28,Sgr
TYC 6293-236-1,,,30,Sgr
TYC 6293-2525-1,,,33,Sgr
TYC 6294-1245-1,,ξ1,36,Sgr
TYC 6294-2507-1,,ξ2,37,Sgr
TYC 6295-282-1,Albaldah,π,41,Sgr
TYC 6295-2492-1,Manubrij,ο,39,Sgr
TYC 6296-819-1,,,,Sgr
TYC 6297-1419-1,,υ,46,Sgr
TYC 6298-2535-1,,,,Sgr
TYC 6299-2606-1,,,,
TYC 6299-2607-1,,e2,55,Sgr
TYC 6299-2609-1,,e1,54,Sgr
TYC 6301-2322-1,,ρ2,45,Sgr
TYC 6301-2457-1,,ρ1,44,Sgr
TYC 6304-334-1,,d,43,Sgr
TYC 6305-1348-1,,,,Sgr
TYC 6307-2679-1,,,,Sgr
TYC 6309-1875-1,,,50,Sgr
TYC 6309-2223-1,,,,Sgr
TYC 6313-2321-1,,g,61,Sgr
TYC 6316-748-1,,,,Sgr
TYC 6320-2845-1,,f,56,Sgr
TYC 6321-2021-1,,,57,Sgr
TYC 6330-1286-1,,τ1,13,Cap
TYC 6333-2128-1,,ρ,11,Cap
TYC 6333-2129-2,Okul,π,10,Cap
TYC 6333-2130-1,,ο,12,Cap
TYC 6333-2131-1,,ο,12,Cap
TYC 6335-1121-1,,υ,15,Cap
TYC 6336-1995-1,,σ,7,Cap
TYC 6340-1866-1,,,4,Cap
TYC 6343-1495-1,,,17,Cap
TYC 6347-1584-1,,,29,Cap
TYC 6348-1259-1,,,19,Cap
TYC 6350-1499-1,,θ,23,Cap
TYC 6351-1446-1,,,30,Cap
TYC 6353-1468-1,,,20,Cap
TYC 6354-1492-1,Arm,η,22,Cap
TYC 6354-1493-1,,,27,Cap
TYC 6358-1841-1,,χ,25,Cap
TYC 6359-1519-1,,φ,28,Cap
TYC 6360-1220-1,,ι,32,Cap
TYC 6362-1078-1,Nashira,γ,40,Cap
TYC 6363-1044-1,Deneb Algedi,δ,49,Cap
TYC 6369-1185-1,,,37,Cap
TYC 6370-1175-1,,κ,43,Cap
TYC 6370-1176-1,Kastra,ε,39,Cap
TYC 6372-1276-1,,,33,Cap
TYC 6372-1277-1,,,35,Cap
TYC 6372-1278-1,Yen,ζ,34,Cap
TYC 6373-1203-1,,b,36,Cap
TYC 6376-1658-1,,,29,Aqr
TYC 6378-1567-1,,,,
TYC 6380-1740-1,,,35,Aqr
TYC 6382-1715-1,,,,Cap
TYC 6384-1570-2,,,41,Aqr
TYC 6384-1571-1,,,47,Aqr
TYC 6385-788-1,Lionrock,,,
TYC 6385-1461-1,,f,53,Aqr
TYC 6387-1382-1,Skat,δ,76,Aqr
TYC 6387-1383-1,,,77,Aqr
TYC 6389-1377-1,,g,66,Aqr
TYC 6390-1254-1,,,68,Aqr
TYC 6391-1374-1,,,,Aqr
TYC 6392-1443-1,,υ,59,Aqr
TYC 6396-1219-1,,,97,Aqr
TYC 6401-1355-1,,c2,88,Aqr
TYC 6401-1356-1,,c3,89,Aqr
TYC 6402-1221-1,,b1,98,Aqr
TYC 6402-1223-1,,b2,99,Aqr
TYC 6405-1114-1,,,1,Cet
TYC 6407-1131-1,,A2,104,Aqr
TYC 6407-1132-1,,A1,103,Aqr
TYC 6407-1133-1,,i1,106,Aqr
TYC 6407-1135-1,,i2,107,Aqr
TYC 6408-1356-1,,i3,108,Aqr
TYC 6409-1232-1,,b3,101,Aqr
TYC 6409-1233-1,,,100,Aqr
TYC 6418-1217-1,,κ1,,Scl
TYC 6418-1221-1,,ζ,,Scl
TYC 6419-1002-1,,κ2,,Scl
TYC 6419-1055-1,,ι,,Scl
TYC 6421-443-1,,,,Cet
TYC 6421-824-1,,,,
TYC 6421-1924-1,,,,
TYC 6423-1832-1,Cocibolca,,,
TYC 6424-2270-1,,α,,Scl
TYC 6426-1229-1,,,,
TYC 6428-440-1,,,,Scl
TYC 6428-2436-1,,τ,,Scl
TYC 6429-656-1,,,56,Cet
TYC 6429-2283-1,,ε,,Scl
TYC 6430-631-1,,,,Cet
TYC 6432-2329-1,,ν,,For
TYC 6433-793-1,,,,For
TYC 6433-2414-1,,,,
TYC 6433-2550-1,,κ,,For
TYC 6436-2246-1,,ω,,For
TYC 6437-318-1,,γ1,,For
TYC 6437-754-1,,,6,Eri
TYC 6437-957-1,,,4,Eri
TYC 6438-1110-1,,τ3,11,Eri
TYC 6439-1171-1,,,15,Eri
TYC 6441-1007-1,,ζ,,For
TYC 6443-914-1,,γ2,,For
TYC 6444-112-1,,ε,,For
TYC 6445-990-1,Dalim,α,,For
TYC 6448-1370-1,,τ6,27,Eri
TYC 6448-1371-1,,τ7,28,Eri
TYC 6448-1372-1,,τ8,33,Eri
TYC 6453-1223-1,,τ,,For
TYC 6454-1206-1,,σ,,For
TYC 6455-1268-1,,τ9,36,Eri
TYC 6458-1243-1,,,,
TYC 6462-1573-1,,,,
TYC 6466-1769-1,Mouhoun,,,
TYC 6470-1242-1,Beemim,υ1,50,Eri
TYC 6471-474-1,,,,Eri
TYC 6473-1533-1,,,1,Lep
TYC 6478-363-1,,,,Lep
TYC 6492-1090-1,,,,Lep
TYC 6497-768-1,,ν1,,Col
TYC 6501-1434-1,,ν2,,Col
TYC 6505-2273-1,,,,CMa
TYC 6507-2920-1,,ξ1,4,CMa
TYC 6508-2872-1,,ξ2,5,CMa
TYC 6511-2295-1,,,,
TYC 6518-706-1,,,,CMa
TYC 6518-2342-1,,,,
TYC 6519-1517-1,,,,CMa
TYC 6522-3270-1,,,,CMa
TYC 6522-3271-1,Udra,ο1,16,CMa
TYC 6523-3722-1,Al Zara,ο2,24,CMa
TYC 6524-4728-1,,,,CMa
TYC 6527-3496-1,,,,CMa
TYC 6527-3498-1,,,,
TYC 6528-197-1,,,26,CMa
TYC 6528-4220-1,,,,CMa
TYC 6529-1031-1,,,,
TYC 6530-1428-1,,,,CMa
TYC 6531-3793-1,Unurgunite,σ,22,CMa
TYC 6532-566-1,,,,CMa
TYC 6532-689-1,,,,CMa
TYC 6532-5000-1,,,27,CMa
TYC 6532-5001-1,Wezen,δ,25,CMa
TYC 6532-5003-1,,ω,28,CMa
TYC 6534-866-1,,,,
TYC 6535-3619-1,Adhara,ε,21,CMa
TYC 6537-3290-1,,,145,CMa
TYC 6538-2654-1,,,,CMa
TYC 6539-3802-1,,n,,Pup
TYC 6541-2135-1,,,,CMa
TYC 6541-4202-1,,,29,CMa
TYC 6541-4204-1,,τ,30,CMa
TYC 6541-4205-1,,,,CMa
TYC 6543-3376-1,,m,,Pup
TYC 6544-4211-1,,,,Pup
TYC 6544-4213-1,,ο,,Pup
TYC 6545-1765-1,,,,CMa
TYC 6547-2627-1,Markab,κ1,,Pup
TYC 6550-4525-1,Aludra,η,31,CMa
TYC 6551-3461-1,,p,,Pup
TYC 6552-3227-1,,,1,Pup
TYC 6552-3228-1,,l,3,Pup
TYC 6553-3890-1,,j,11,Pup
TYC 6554-3065-1,,,12,Pup
TYC 6555-1743-1,,,,Pup
TYC 6555-3245-1,Tureis,ρ,15,Pup
TYC 6557-4522-1,Azmidi,ξ,7,Pup
TYC 6557-4523-1,,,188,Pup
TYC 6561-2777-1,,,,Pup
TYC 6567-2306-1,,,,
TYC 6571-3298-1,,,,
TYC 6578-2618-1,,η,,Pyx
TYC 6580-2780-1,,δ,,Pyx
TYC 6580-2781-1,,γ,,Pyx
TYC 6583-2588-1,,ζ,,Pyx
TYC 6584-905-1,,,,Pyx
TYC 6590-806-1,,,,
TYC 6590-2180-1,,κ,,Pyx
